Country,ISO3,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
jamaica,JAM,0,0,0,0,0,460.27065,1779.10355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345883.741,1172696.461,2066428.265,2687802.787,3134109.862,4669707.885,5813827.94,5207868.928,5836994.896,6770063.076,7615418.708,7013909.996,7936557.567,8651020.558,9061517.967,9395676.491,8525675.55,10444994,12010036.14,12194036.69,12341036.78,13601041.4,15328045.97,0,0,0,0,0,11978340.46,11606011.98,8157676.465,7725005.797,8735026.556,6218918.946,6953021.167,7702022.746,7316022.303,9395028.251,10965000,11610000,11367000,11184000,11571300,10857492,11828634,11987304,12646439,11688481,,,,,,14116393,14865351,14567738,14636102,7817500,8539853,10188916,9339291,9435214,9676697,,,,,
kazakhstan,KAZ,0,0,0,0,0,0,0,0,0,0,32622.31735,30481.5,79010.0801,131828.4233,100325.7931,49264.2003,103365.8147,94699.9242,62018.67595,67083.6852,86642.6477,84827.9824,216107.7387,292175.338,357819.2804,404570.789,318840.5542,282474.0926,231354.585,239787.8,203210,152712.315,0,55171.515,87583.51,133508.97,367810.1,200892.39,453358.4619,613441.2036,477558.7408,686691.2962,791019.3102,881420.3269,888242.0866,732572.05,814872.1,1025194.45,1232468.65,1332041.55,1285303.25,1293431.65,1573861.45,1886804.85,2130656.85,2071725.95,2127608.7,2099005.876,1959006.379,2197006.947,2167006.039,2370006.732,0,0,0,0,0,3138392.513,3249009.876,3668010.607,3500010.804,3347009.931,3249803.411,3458927.838,3394010.372,3033803.374,3252477.655,2952460,2542000,792000,250000,,60000,323000,470000,226000,500000,11126524,12369647,13119449,13444529,13296481,,,,,,,,,,,,,,,
malaya,MYS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22145.8258,154612.3285,168279.2171,225727.7001,268688.3262,330855.3455,266564.7817,387874.0394,459211.9259,416459.5901,355027.175,451173.9544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
malaysia,MYS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,471273.4555,856704.9106,955541.1744,899599.4935,798657.9741,1073017.891,1139003.227,978002.9917,1076003.046,1143003.415,948003.0994,0,0,0,0,0,920358.411,700868.2419,589002.1529,501791.5333,680436.4924,491905.3668,566171.5094,482126.9016,360799.355,355175.5183,398180,376418,330593,68824,161919,184433,218680,279066,160271,222724,,,,,,4735,91806,156785,295176,263432,124274,188141,121873,208770,962799,,,,,
mexico,MEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,21250,14400,96000,,,,,,,
montenegro,MNE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,659370,667053,671811,45779,61205,158614,,61154,155153,,,,,
mozambique,MOZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.4815,29.46545,0,382.0348,179.84085,1030.2747,1351.3465,1860.38755,3271.681,6177.584,4374.09525,1621.6158,2959.75365,1361.507,2283.06435,4336.5014,4254.20135,2488.30645,3107.0809,2435.47185,2652.90655,3764.46525,5042.65615,4746.9856,4283.6668,4840.4622,4670.78185,6216.1939,6597.21265,6278.17295,5682.76765,6096.3,6276.14085,3274.72915,4393.4002,6999.56845,6999.56845,4999.98205,5999.77525,5999.77525,0,0,0,0,0,0,0,0,0,0,5036.55985,4248.10505,5113.77965,6548.44225,5500.8947,7186,7760,8840,5990,9620,10663,11459,8218,6103,7883,8130,8597,9119,11793,6723,9518,11069,8650,5443,3600,8556,10352,8633,6190,2910,,,,,
netherlandseastindies,IDN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16707.9262,150337.8062,198971.0394,245354.738,230668.7513,275221.5277,171822.1834,279413.75,609630,279413.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NorthernIreland,IRL,0,0,0,0,0,0,0,0,0,0,3504.35645,5240.7859,5120.892,0,5394.20945,2321.67425,2359.2681,2069.69385,3393.607,1496.64165,709.2029,57.91485,0,0,0,0,0,0,0,0,0,0,36981.17185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pakistan,PAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010.76295,2173.33095,583.2127,1433.64655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2581,4324,3461,4845,4800,5898,3590,4934,4953,11216,10377,3728,12233,4098,4847,6504,7831,18082,36000,2500000%,11131,9033,28768,25305,33403,,,,,
rhodesia,ZMB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2477.1299,2032.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
romania,ROU,0,0,0,0,0,0,0,0,0,0,4160.72475,0,0,744.76465,1705.94795,653.32015,925.62155,677.70535,0,611.6621,1156.2649,1458.03175,6218.226,10829.0609,12192.6,11806.501,10774.1942,10262.105,9754.08,14935.935,12599.02,0,0,0,0,0,0,0,0,9957.29,14529.515,15037.54,16053.59,16053.59,16053.59,73155.6,71123.5,88396.35,69091.4,30481.5,10160.5,7112.35,12192.6,15240.75,15240.75,20321,20321,776002.0912,899003.0721,893002.2808,900002.8653,817002.7569,0,0,0,0,0,450001.4327,400001.6122,380000.6679,420001.5404,460001.3968,460001.3968,500001.2532,480001.325,435401.8102,345200.9554,,,,,,175000,175200,127450,161865,,,,,,,,,,,,,,,,,,,,,
russia,RUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12192.6,0,#VALUE!,50599.29,60963,132086.5,203210,254012.5,254012.5,304815,304815,254012.5,279413.75,355617.5,406420,406420,457222.5,457222.5,508025,508025,508025,508025,914445,1016050,1041451.25,1066852.5,1148136.5,1320865,2794137.5,3048150,3556175,4064200,4267410,4369015,4369015,4673830,4775435,5080250,5080250,5181855,4300013.012,4100012.714,4200012.355,4300013.012,4300013.012,0,0,0,0,0,6400019.698,6400019.698,6400019.698,6300019.041,6200018.384,6400019.698,6275019.131,5700017.131,5900017.429,5750016.951,9246000,7870000,4578000,4260000,3633000,3706000,3928000,3991000,3488400,3500000,5089000,4805000,4585700,5441800,6017600,6409300,6399200,6053900,5675000,5775000,5035000,5380000,5166000,5322000,5589000,,,,,
Sarawak,MYS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138506.92,210167.9104,289401.5215,257455.8935,229077.617,157734.6502,160535.9,137332.3662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
saudiarabia,SAU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,235811,206299,760114,1044360,1964514,,,,,
serbiaandmontenegro,SCG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,630000,630000,611500,540051,610000,672345,,,,,,,,,,,,,,
sierraleone,SLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0642,0,0,19950.14175,130479.1089,207274.2,275172.7573,334543.607,469720.9311,442320.0947,449001.6395,590001.9461,693001.9828,693001.9828,672002.2614,0,0,0,0,0,673971.3663,609626.9519,630102.3915,785202.424,1041203.334,1184503.978,1242003.263,1391003.948,1403004.514,1548005.01,1445120,1376200,1256900,1164600,599300,,,,,,,,,,,,1071140,1169036,954370,757000,1089131,1457507,776000,616000,1161000,,,,,
southernrhodesia,ZWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508.025,1841.0826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spain,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,975.408,323.1039,0,1320.865,2540.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11696.7676,5187.9513,5734.5862,6390.9545,7032.08205,7391.76375,8344.81865,7658.9849,2572.6386,5594.3713,6046.51355,6096.3,6771.97325,4162.75685,3977.83575,4757.1461,5776.24425,4752.06585,4999.98205,4999.98205,5999.77525,8000.3777,8000.3777,0,0,0,0,0,9632.154,8930.06345,6999.56845,5208.2723,9999.9641,2427.34345,3000.39565,1049.57965,2500.49905,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
suriname,SUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2988203.05,3430184.8,3454570,3404783.55,3253219.372,3482151.693,3992949.494,4359870.55,5562873.75,5466349,5660414.55,6236514.9,6011017.843,6717020.186,6777019.97,6719019.772,6853020.51,0,0,0,0,0,4893014.338,4125012.625,3060009.336,2793008.668,3375010.237,3738011.372,3731010.788,2522007.812,3434010.228,3457358.041,3266759,3136341,3251900,3156100,3765900,3530210,3702527,3877183,3931108,3714595,3610381,4393640,4001602,4215061,4051700,4756998,4945353,5273195,5333031,3388419,3096650,3236111,2904509,2670683,2707720,,,,,
tanzania,TZA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,1640,5373,5003,20601,122920,39326,29520,28,434,39977,25641,,,,
turkey,TUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4468.5879,10283.44205,32279.9085,21490.47355,20321,20321,51000.62975,153000.8732,259000.2895,362001.3422,460001.3968,0,0,0,0,0,546547.5197,589728.6287,508392.8101,306351.2676,110079.8731,213752.5348,280401.3506,259075.4772,269438.1711,544402.6382,772673,483598,612996,594600,445000,232278,544513,369482,458028,207743,458537,242040,287403,364306,365800,356480,771227,863404,900000,406700,1311064,1024915,1521150,795562,800000,,,,,
unfederatedmalaystates,MYS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.5778,19304.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unitedkingdom,GBR,6152.18275,8418.9903,11911.15415,10494.78045,14960.3202,9742.90345,9368.99705,11196.871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unitedstates,USA,213615.3681,222838.0539,301808.5081,431922.855,577817.4745,615442.8221,382609.8843,326464.9934,0,0,531079.1745,353148.4985,321620.467,398545.6125,326091.087,381451.5873,371647.7209,335918.3226,199039.1148,97895.40145,156650.5248,160371.2999,237666.2876,377975.6803,426976.7236,315906.2018,381330.6774,445957.5537,952089.6525,2643796.646,6332920.772,2869044.77,996754.1945,1121774.067,1221347.983,1480535.225,1167230.112,1355946.158,1893994.42,1693803.104,1605084.667,2026822.636,1817043.873,1771324.671,1436886.733,1332041.55,1727285,2030067.9,1247709.4,1390972.45,1549476.25,1626696.05,1680546.7,1824825.8,1680546.7,1691723.25,1824825.8,2115006.632,2020005.957,1841005.38,1909005.543,1998006.442,0,0,0,0,0,1559004.767,1510004.74,732002.046,679001.8298,856002.8201,674001.8478,510001.2173,576001.7932,588001.3437,670001.6589,495000,50000,45000,55000,"100,000",258000,233000,197981,225288,270000,"200,000","200,000","200,000","200,000","200,000",121187,361047,141914,98796,30240,59143,63121,128152,128100,128100,,,,,
venezuela,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245157.6243,521505.9514,701772.5264,771422,1997066,1117525,2914446,4772900,5020440,4834052,4966794,4825647,4166450,4360720,4584803,5190806,5445516,5814705,5900000,5928000,5323300,4192000,4267200,3126242,2454769,2285949,2341155,2315787,,,,,
vietnam,VNM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,30000,30000,30000,30000,16000,20000,20000,20000,20000,55000,60000,80000,80000,80000,80000,100000,100000,482000,1090000,,,,,
yugoslavia,BIH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4280.61865,5139.1809,7532.9947,23144.60295,22725.99035,20876.77935,24283.595,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yugoslavia,HRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4280.61865,5139.1809,7532.9947,23144.60295,22725.99035,20876.77935,24283.595,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yugoslavia,MNE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4280.61865,5139.1809,7532.9947,23144.60295,22725.99035,20876.77935,24283.595,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yugoslavia,MKD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4280.61865,5139.1809,7532.9947,23144.60295,22725.99035,20876.77935,24283.595,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yugoslavia,SRB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4280.61865,5139.1809,7532.9947,23144.60295,22725.99035,20876.77935,24283.595,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yugoslavia,SVN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4280.61865,5139.1809,7532.9947,23144.60295,22725.99035,20876.77935,24283.595,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zimbabwe,ZWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia&Herzegovina,BIH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,787409,738609,740384,760244,1043343
Croatia,HRV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11900,9780,12215,11780,14342
France(a),FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70000,70000,70000,70000,70000
Greece,GRC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1831000,1880000,1927000,1607000,1492000
Hungary,HUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8300,16700,1300,4200,
Montenegro,MNE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50369,516200,927847,468164,774725
Russia,RUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5398000,5432000,5523000,5651000,5574000
Turkey,TUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,518550,989156,1719144,678138,700000
Ghana,GHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1014605,1143676,1476966,1011302,1116334
Guinea(b),GIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20905000,32424000,51701000,59573707,70173326
Mozambique,MOZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4985,1451,3182,9912,8024
SierraLeone,SLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1435195,1429600,1823570,2034360,1962500
Tanzania,TZA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205,73,12,7,
DominicanRepublic,DOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1724162,7318,,,
Jamaica,JAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9628824,8540130,8244628,10058228,9022286
USA(c)(d),USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,483695,272908,352096,399712,154870
Brazil,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37057000,39244200,39244200,38122500,31937900
Colombia,COL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,861,693,2400,13666,533
Guyana,GUY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1526467,1479090,1459223,926053,1919747
Suriname,SUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1865148,,,,
Venezuela,VEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,991810,340000,242099,92000,50000
China,CHN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60787599,66157689,69000000,70751214,62000000
India(e),IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28123789,24745487,22786106,23687721,22073398
Indonesia,IDN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,611000,1485000,4200000,13243197,16592739
Iran(f),IRN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840681,868255,1046634,805231,805200
Kazakhstan,KAZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4682600,4801300,4846100,5736200,3811700
Malaysia,MYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27700000,6670000,810000,589684,900561
Pakistan(h),PAK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24689,57024,75375,145189,93308
SaudiArabia,SAU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3022000,4768000,4117000,4323000,4780800
Vietnam,VNM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100000,1400000,2800000,3569700,3200000
Australia,AUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80909261,83517148,89420589,95947593,105543787
Fiji,FJI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120726,59500,60000,58000,
SolomonIslands,SLB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262000,234000,524000,1646000,1234000